Epoch,Discriminator loss,Generator loss
0,0.8884271383285522,1.8892905712127686
1,0.509725034236908,7.489777565002441
2,0.5090346336364746,8.122396469116211
3,0.5044119954109192,8.6238431930542
4,0.5175384283065796,8.79981517791748
5,0.5062962770462036,15.229364395141602
6,0.509878933429718,9.871542930603027
7,0.5041396021842957,9.707714080810547
8,0.5008267164230347,12.66314697265625
9,0.5057540535926819,10.629103660583496
10,0.4998745918273926,14.78952693939209
11,0.5053473114967346,14.914701461791992
12,0.5027884840965271,10.251092910766602
13,0.5017251968383789,13.155730247497559
14,0.5056547522544861,12.269460678100586
15,0.5003456473350525,15.701257705688477
16,0.5000142455101013,15.494111061096191
17,0.5013818144798279,10.762737274169922
18,0.5008318424224854,13.044012069702148
19,0.5039306282997131,11.199457168579102
20,0.5009017586708069,15.110286712646484
21,0.5001406073570251,13.437437057495117
22,0.5004288554191589,11.63654899597168
23,0.5023490786552429,13.036859512329102
24,0.5004551410675049,14.655588150024414
25,0.5000500082969666,14.416568756103516
26,0.5000564455986023,15.110862731933594
27,0.5003888010978699,13.627752304077148
28,0.5003237128257751,13.797204971313477
29,0.5123330354690552,14.090808868408203
30,0.5011773109436035,14.311688423156738
31,0.5034633278846741,14.183374404907227
32,0.5020342469215393,14.212343215942383
33,0.5038169026374817,14.896697998046875
34,0.500471830368042,14.85342788696289
35,0.5003389120101929,13.356695175170898
36,0.5003750324249268,14.389762878417969
37,0.49990594387054443,15.305188179016113
38,0.500527024269104,14.405099868774414
39,0.5031731724739075,13.064034461975098
40,0.5000196099281311,15.202695846557617
41,0.5003896355628967,14.688629150390625
42,0.5000526905059814,14.741510391235352
43,0.5005595088005066,14.727745056152344
44,0.5000588297843933,15.545350074768066
45,0.5003908276557922,15.696600914001465
46,0.5001417994499207,15.872730255126953
47,0.5020076632499695,15.849935531616211
48,0.5006372928619385,15.90198802947998
49,0.5052214860916138,14.074371337890625
50,0.500218391418457,15.07014274597168
51,0.5037357807159424,15.122867584228516
52,0.5002313852310181,15.65826416015625
53,0.5000112652778625,15.464229583740234
54,0.5008580684661865,14.194877624511719
55,0.5011788010597229,14.70563793182373
56,0.50086909532547,13.515750885009766
57,0.5007970929145813,14.77399730682373
58,0.5001580119132996,14.667295455932617
59,0.5008031129837036,13.743650436401367
60,0.5017375349998474,14.089641571044922
61,0.5045554637908936,13.994256019592285
62,0.502197802066803,13.245945930480957
63,0.5004149675369263,15.27270221710205
64,0.5008429288864136,14.764432907104492
65,0.5003105998039246,15.218000411987305
66,0.5000555515289307,14.848780632019043
67,0.5009687542915344,13.64448070526123
68,1.5458941459655762,14.770086288452148
69,0.5106272101402283,14.111010551452637
70,0.5001807808876038,14.32707405090332
71,0.5006449222564697,15.153635025024414
72,0.5006236433982849,14.705864906311035
73,0.5002418160438538,13.287877082824707
74,0.5007797479629517,14.057438850402832
75,0.5004044771194458,13.78471851348877
76,0.5007043480873108,13.631938934326172
77,0.5002807974815369,15.94512939453125
78,0.5001823306083679,15.973892211914062
79,0.5000057816505432,15.259637832641602
80,0.5035500526428223,13.907974243164062
81,0.5001039505004883,15.203296661376953
82,0.500314474105835,15.469186782836914
83,0.5001969933509827,15.885382652282715
84,0.5000807642936707,14.774978637695312
85,0.5374014377593994,14.88957691192627
86,0.5004112124443054,16.045490264892578
87,0.500015914440155,15.907520294189453
88,0.5000712275505066,14.917275428771973
89,0.5000491142272949,15.978132247924805
90,0.5007471442222595,14.971485137939453
91,0.5000091791152954,15.31955337524414
92,0.5003877878189087,14.980854988098145
93,0.5000028610229492,15.99284553527832
94,0.500243604183197,14.543688774108887
95,0.5000396966934204,15.315296173095703
96,0.5000137090682983,15.725841522216797
97,0.5000126957893372,15.960610389709473
98,0.5005962252616882,14.875911712646484
99,0.5000659227371216,14.560369491577148
100,0.5001993179321289,14.618643760681152
101,0.5000916719436646,16.06198501586914
102,0.5019437074661255,16.05169677734375
103,0.5000559687614441,15.220723152160645
104,0.5000357627868652,15.7207670211792
105,0.5000110864639282,15.26602840423584
106,0.5000203251838684,15.280152320861816
107,0.500117838382721,14.213689804077148
108,0.5000473260879517,16.006389617919922
109,0.500015377998352,15.805408477783203
110,0.5000209808349609,14.718622207641602
111,0.500022828578949,15.614895820617676
112,0.5000181794166565,16.06103515625
113,0.5004491209983826,14.292630195617676
114,0.5002244710922241,15.686419486999512
115,0.5001674294471741,15.959426879882812
116,0.5000271797180176,15.483749389648438
117,0.49991515278816223,15.80528450012207
118,0.5000064969062805,16.11286735534668
119,0.5002347826957703,16.062721252441406
120,0.5000019669532776,15.634175300598145
121,0.5000012516975403,15.784133911132812
122,0.5155741572380066,15.218724250793457
123,0.5002846121788025,16.053804397583008
124,0.5016316771507263,16.008407592773438
125,0.5000631809234619,16.07851791381836
126,0.5000033378601074,16.032608032226562
127,0.5000184774398804,14.753011703491211
128,0.5001395344734192,16.035226821899414
129,0.5000028610229492,16.064781188964844
130,0.5000564455986023,14.082280158996582
131,0.5000087022781372,15.67750358581543
132,0.5000013709068298,15.752708435058594
133,0.5025299787521362,15.580409049987793
134,0.5003596544265747,15.818888664245605
135,0.5000078678131104,16.018234252929688
136,0.5000011324882507,15.933867454528809
137,0.5000085234642029,16.046091079711914
138,0.5000832080841064,15.899764060974121
139,0.5000019669532776,16.04297637939453
140,0.5000009536743164,15.647181510925293
141,0.5007124543190002,14.069032669067383
142,0.5000171065330505,14.24835205078125
143,0.5000081658363342,15.56100082397461
144,0.500512957572937,14.105520248413086
145,0.5000013113021851,15.608654022216797
146,0.5000013113021851,16.114213943481445
147,0.5000044107437134,16.043210983276367
148,0.500001072883606,15.941028594970703
149,0.5000312328338623,15.425812721252441
150,0.5000015497207642,15.672873497009277
151,0.5000084638595581,15.534899711608887
152,0.5305192470550537,15.869559288024902
153,0.5000188946723938,15.342987060546875
154,0.5000120401382446,16.054065704345703
155,0.500001072883606,16.094331741333008
156,0.5000007152557373,16.113399505615234
157,0.5000014901161194,16.045717239379883
158,0.5000455975532532,16.11809539794922
159,0.5000000596046448,16.10271644592285
160,0.5000001192092896,16.050048828125
161,0.5000001192092896,16.097328186035156
162,0.5000004768371582,16.100770950317383
163,0.5000000596046448,16.075664520263672
164,0.5000004172325134,15.897748947143555
165,0.5000001192092896,16.0903377532959
