Epoch,Discriminator loss,Generator loss
0,0.8899574279785156,2.640249252319336
1,0.5168299674987793,7.162708282470703
2,0.538417637348175,7.191279411315918
3,0.5202636122703552,6.845119476318359
4,0.5089631676673889,7.405062675476074
5,0.505845308303833,7.943850040435791
6,0.5090091824531555,8.381240844726562
7,0.5129023790359497,9.891590118408203
8,0.5125848650932312,9.26898193359375
9,0.5024703741073608,9.917802810668945
10,0.5076403021812439,9.44607162475586
11,0.504396915435791,9.880415916442871
12,0.5067775845527649,9.375704765319824
13,0.5769442319869995,6.671100616455078
14,0.5010446310043335,14.028684616088867
15,0.5030927062034607,10.884941101074219
16,0.5026804804801941,12.23275089263916
17,0.5004962682723999,15.889593124389648
18,0.5018503665924072,9.887852668762207
19,0.5011418461799622,12.754424095153809
20,0.5002837181091309,15.001168251037598
21,0.5000969171524048,14.772032737731934
22,0.5056470632553101,10.013636589050293
23,0.5005939602851868,14.30282974243164
24,0.5002449750900269,13.815595626831055
25,0.5002750754356384,12.289856910705566
26,0.5044124126434326,13.5986967086792
27,0.5004544854164124,15.965161323547363
28,0.500350296497345,14.601875305175781
29,0.500008761882782,15.45646858215332
30,0.5000014901161194,15.662126541137695
31,0.5006822943687439,15.260964393615723
32,0.5053677558898926,15.917831420898438
33,0.5000319480895996,15.489069938659668
34,0.5000044703483582,15.765640258789062
35,0.5004186630249023,15.767443656921387
36,0.5003593564033508,15.709095001220703
37,0.5000516772270203,14.957854270935059
38,0.5000112652778625,15.700334548950195
39,0.5000168085098267,15.906166076660156
40,0.5001168251037598,15.771309852600098
41,0.5003535747528076,15.146778106689453
42,0.500115156173706,16.000930786132812
43,0.5000402331352234,15.725789070129395
44,0.5000015497207642,16.077922821044922
45,0.5000068545341492,16.11809539794922
46,0.5000133514404297,16.061710357666016
47,0.500015377998352,15.912418365478516
48,0.5002948641777039,15.88174819946289
49,0.49995604157447815,15.636662483215332
50,0.5132491588592529,15.899513244628906
51,0.5000805854797363,15.96871566772461
52,0.5002073049545288,15.995097160339355
53,0.5000113248825073,15.989298820495605
